ID,Target_Death_Rate,RateOfIncidence,Income,Poverty%,Age,Ages_men,Ages_women,Location,SizeOfHousehold,Married%,Edu_less_HS,Edu_HSD,Edu_Clg,Edu_Bachdegree,Edu_HSD25,Edu_Bachdegree25,16+_Employed,16+_Unemployed,Prv_Public_HealthCov,Prv_HealthCov,Employ_PrvCov,Gov_HealthCov,Gov_HealthCov_Alone,White_Residents,Black_Residents,Married,Rate_Of_Birth
376,217.6,382.4,28006,39.3,40.6,37.9,44.7,"Lee County, Arkansas",2.34,34.4,13.9,44.4,,-,39.5,5.5,35.2,17.3,39.9,29,24,53.7,34.7,42.7252659,56.41180012,38.91816921,12.36017897
377,194.4,402.4,37644,29,37.5,36.3,41.3,"Lincoln County, Arkansas",2.43,37.2,29.3,47.9,,2.8,48,6.5,31.2,14.2,50.4,36.8,32.1,46.4,30.1,66.56947803,31.06954914,49.38118812,8.022922636
378,196,460.7,40418,17,41.3,41,41.5,"Cleburne County, Alabama",2.57,,18.7,42.1,,6.9,38.3,6.9,51.1,8.3,59.9,,38.8,,22,93.97413678,2.94627383,55.86911357,4.221954162
379,221.2,424.7,36391,21.1,42.8,42.4,43.8,"Logan County, Arkansas",2.48,50.7,13.8,41.7,,3.3,43.7,9.9,49.4,8.1,57.1,40,34.6,44.7,24.6,93.16394709,1.849915913,50.79567894,8.799648892
380,204.9,492.3,54459,12.3,35.5,34.2,,"Lonoke County, Arkansas",2.7,58.3,12.4,37.9,,5.6,34,13.7,59.5,5.9,68.8,52.7,41.4,32.9,18,89.32537381,6.085640322,58.12651974,234234.234.2343.4234
381,195.3,393.4,39158,18,41.8,40.9,42.6,"Madison County, Arkansas",2.46,62.2,13.9,45.7,,1.8,46,7.1,53.9,7.3,56.4,43.8,38.1,38.7,22.9,94.86689594,0.464908929,60.85515936,3.234421365
382,213.7,442,33181,20.3,51.3,50.7,52.1,"Marion County, Arkansas",2.43,58.2,15.3,39.7,44.2,0.8,43.4,9.1,40.6,10.9,56,,27.4,52.2,24,96.57917122,0.255195042,57.43918818,5.886450714
383,212.3,423.4,40877,20.8,37.8,36.3,40.2,"Miller County, Arkansas",2.5,45.7,18.1,38.2,42.1,1.6,39.3,10,53.9,9.6,55.4,41.2,35,39.9,23.9,71.41253551,24.91752955,43.88561321,7.403380449
384,236.4,403.3,33577,27.1,35.6,34,37.1,"Mississippi County, Arkansas",2.57,45.8,19.8,40.8,,3.1,36.6,8.2,50.3,12,49.5,37,31.9,45.2,30,61.72878031,34.64470399,43.72557027,7.372578522
385,146.2,400.3,34597,20.1,48.5,47.7,49.1,"Montgomery County, Arkansas",2.33,59.8,15.2,45.2,,0.4,37.6,7.9,47.8,4.3,48.6,33.8,24.2,47,28.1,94.42209416,0.739371534,55.80678314,4.152249135
386,210.7,407.9,30935,25.1,41.8,39.1,44.5,"Nevada County, Arkansas",2.48,52.5,18.7,56.4,,0,42.8,10,,9.5,48.4,33,26,47.1,29.8,67.18981008,30.76310702,48.21428571,5.091311566
387,198.5,426.8,34971,23,42.7,41.6,43.6,"Ouachita County, Arkansas",2.34,48.2,14.6,43.6,,3.3,43.2,10.2,52.1,8.3,57.3,40,33.9,46.1,25.9,57.15141351,40.18527392,43.8495072,6.041591968
388,248.7,438.5,28171,35.3,37.8,35.1,39.6,"Phillips County, Arkansas",,35.7,27.8,23.4,,6.6,31.7,7.2,45,18.1,39.3,27.3,22.2,53.1,36,,,32.75968039,6.831119545
389,247.1,480.5,35851,21.9,40.2,38.7,41.9,"Poinsett County, Arkansas",2.57,47.9,21.9,35.2,,3.1,42.6,6.1,47.6,10,43.7,30.7,25.6,51.3,35,89.34737712,8.269310202,46.89855697,7.948482061
390,187.2,396.4,0,22,43.1,42.4,44.8,"Polk County, Arkansas",2.56,51.3,19.2,39.5,40.6,0.8,39,7.8,46.3,9,47.1,29,22.5,,30.9,92.74700452,0.206246317,49.52597649,6.71641791
391,190.5,443.3,43057,16.7,,40.7,43.7,"Colbert County, Alabama",2.43,51.1,20.8,31.3,,3.5,34.5,11.3,48.2,9,67.2,,43.9,37.5,18.3,79.55146573,15.57196385,48.16699694,3.673864003
392,212.5,425.6,37761,18.3,42.9,40.3,44.5,"Randolph County, Arkansas",2.36,56.4,13.3,42.8,43,0.9,39.3,8.7,47.7,5.4,51.3,36.5,30.9,47.1,27.8,96.54704719,0.695111613,51.20654397,7.27081138
393,169,461.3,55915,0,38.7,38.2,39.3,"Saline County, Arkansas",2.66,55.6,16.4,31.2,45.5,6.9,33.9,15.4,59.6,5.3,70,53.4,47.1,33.8,17.1,90.41314909,5.832227913,55.44575522,5.129672006
394,207.4,410,33202,23.7,41.3,40.1,42.9,"Scott County, Arkansas",2.66,56.8,10.5,43.1,,1.2,39.6,6.9,49.9,10.9,56.8,39.7,33.7,44.6,24.7,89.48482061,0.165593376,56.99136868,3.421727973
395,219.4,445.8,31765,23.3,47,46,47.6,"Searcy County, Arkansas",2.48,57.5,25.1,38.7,,2.9,40.2,8.8,43.9,5.9,46.7,29.4,22.7,54,29.5,95.5304457,0.276208412,56.87263556,4.102564103
396,190.4,493.4,32101,21.6,47.2,46.5,47.9,"Sharp County, Arkansas",2.37,53.9,25.6,24.6,,1.3,45.9,5.9,41.3,8.8,47.4,29.1,24.9,54,31.5,95.69041337,0.404573439,49.83117614,6.62707096
397,171.7,408.4,30010,24.4,48.5,47.4,50,"Stone County, Arkansas",2.4,55.4,13.1,42.2,,5.4,35.4,9.5,42.4,7,48.5,29.6,20,54,27.9,96.72314578,0.039961637,52.9949436,4.961659901
398,218.7,494.4,40841,23.1,39.7,38.3,41.1,"Union County, Arkansas",2.43,50.8,18.9,31,47.8,2.4,37.7,12.6,,9.7,58.1,,36,41.3,23.2,64.66665026,32.78862009,47.75641026,5.453756912
399,178.9,424,32975,22,47.1,46.4,47.8,"Van Buren County, Arkansas",2.44,53.3,18.8,43,31.3,6.8,42.7,8.3,39.2,11.2,50.1,32,26.7,48.8,26,95.24761793,0.888130808,50.67597034,4.153846154
400,173.1,430.3,45589,19.3,31.2,30.5,32,"Washington County, Arkansas",2.55,49,9.6,25.1,,11.9,27.9,17.8,61.5,6.2,65.1,54.9,47.8,27.6,17.1,78.68568419,3.31974939,47.25165806,5.272822665
401,201.4,473.3,-,19.4,36.2,35,37.2,"White County, Arkansas",2.55,53.8,11.8,24.3,,6.3,37.6,11.7,52,7.1,61.2,,39.6,3,20.9,91.11873888,4.590643275,54.51299143,5.493655215
402,147.7,413.4,76996,12.5,37.1,36.2,38.1,"Alameda County, California",2.78,47.8,10.9,24.5,,15.2,18.5,25,60.8,8.3,70.7,60.4,52.8,27.9,16.6,44.70445424,11.6646677,48.34346322,5.014712267
403,166.6,469.8,54610,12.9,50,47.9,52.6,"Amador County, California",2.36,52.2,21.5,38.2,,2.6,27,14.7,39.3,14,69.7,,39.7,44.7,19.4,,2.311123125,55.32495512,3.698558778
404,178.7,489.2,42302,21.9,36.8,35.2,39.1,"Butte County, California",2.55,42.4,8.5,25,,7.9,22.6,17.5,48.9,12.1,58.5,42.9,35.9,42.3,24,83.30547618,1.432846282,42.75182259,5.545831589
405,157.4,413.9,53321,13.7,50.7,50,51.4,"Calaveras County, California",2.45,55.5,15,35.3,,6.3,27.6,14.4,43,12.1,66.6,44.3,36.8,43.4,19.2,92.05441508,0.583018741,54.85049834,2.851375221
406,153.3,400.2,48006,14.3,34,33.1,35,"Colusa County, California",3.04,55.1,14.2,41.9,,2.7,21.7,11.4,55.3,10.4,48.9,,29.6,42.3,30.9,85.00654328,0.705739391,57.56531726,6.602564103
407,211.9,482.9,34679,18.8,45.1,44.6,45.6,"Coosa County, Alabama",2.42,44.7,19.6,28.9,51.6,0,37.6,5.1,,17,55.9,37.3,31.2,45.3,24.2,67.35286116,30.68831051,43.25842697,2.504393673
408,151.5,456.3,80338,10.5,38.8,37.5,40.1,"Contra Costa County, California",2.82,51.5,12.7,29.5,,10.6,18.7,25.2,58.9,8.8,73.2,60,52.5,28.4,14.9,60.52598926,8.88065339,53.83079507,5.114550334
409,152.8,412.6,43338,27.5,31.4,30.5,32.3,"Fresno County, California",3.17,44.2,17.4,27.7,,4.8,22.8,13,52.8,13.2,49.4,39.2,34.2,43.1,30.8,59.623893,5.069145617,46.81324986,6.004383506
410,165.2,443.4,43755,17.1,37.2,35.6,38.5,"Glenn County, California",2.92,51.4,23.6,27.2,,5.5,29.6,10.7,49.2,12.6,52.7,40.1,34.1,41.2,26.3,85.25812551,0.966855757,50.81604717,6.12741125
411,130.3,387.9,38737,23.6,32.2,31,33.6,"Imperial County, California",3.61,44.2,23.6,27.5,,2.7,21.9,9.9,43.9,17.4,45.1,37.9,34.4,43.4,29.9,70.87584032,2.902259183,51.56720916,7.022539698
412,138.1,408.4,49267,14,45.7,44.5,47.7,"Inyo County, California",2.23,46.8,9.7,42.5,,2.1,30.9,14.7,55.8,6.8,65.9,47.4,43,39.8,18.5,82.73009307,1.066782779,40.26643207,4.535082715
413,161.3,419.5,47451,24.5,31.1,30.5,31.7,"Kern County, California",3.21,46.5,19.7,36.6,,3.7,27.3,10.3,51.3,12.7,51.8,42.5,37.8,,29.5,74.69748284,5.662349723,50.96534463,6.627706717
414,156.8,,38221,22.7,41.6,39.8,43,"Lake County, Montana",2.38,54.1,24,39.2,33.1,3.7,31.4,15.6,51.8,9.9,48.5,32.5,25.3,41.9,24.4,68.5770141,0.246938985,49.55752212,7.388908026
415,174.6,460.7,36734,19.2,50.8,50.7,50.8,"Lincoln County, Montana",2.21,-,26.7,32.6,,9.3,33.6,12.9,42.5,13.1,55.5,,28.6,43.2,20.5,95.96111082,0.05171433,50.94274147,4.703476483
416,129.5,378.7,41539,12.6,52.1,51.6,52.5,"Madison County, Montana",2.23,55.3,13.7,29.5,,12.5,35.9,18.8,57.9,4.8,66.8,48.1,32.7,34.8,13.7,95.69975538,0.772499034,53.30958741,3.238866397
417,198.6,573.8,36903,18,49.6,52.3,44.2,"Meagher County, Montana",2.47,55.1,34.9,40.6,,3.4,39.7,18.8,55.8,3.9,57.7,40.7,24.7,41.3,19.9,98.47207587,0,52.04755614,3.899721448
418,188.8,538.8,36449,17.3,619.2,52.3,50.7,"Mineral County, Montana",2.67,46,17,59.8,,13,41.8,9.8,42.3,11.8,48.3,24.7,20.2,53.8,27.1,98.44266163,0.070788108,46.76903391,3.333333333
419,158.9,420.1,44716,15.8,700,33.9,,"Missoula County, Montana",2.33,45.2,9.3,26.4,,9.9,22.7,25.4,64.1,8.2,69.4,,46.3,26.9,14.3,92.21995963,0.456388547,43.36607756,3.76216968
420,196.6,587,39827,19.1,48.5,49,48.1,"Musselshell County, Montana",2.43,58,15.4,60.1,24.5,0,40.2,10.7,51.6,4.6,61.7,45.6,37.5,39.4,19.6,95.80375783,0.187891441,56.74013327,7.611241218
421,140.9,459.2,42942,14.7,46.6,46.3,47.1,"Park County, Montana",2.28,52.2,19.9,31.2,,8.8,33.1,23.3,59.3,5.4,67.6,53.1,39.2,29.3,14.2,96.27578304,0.547491724,47.8139261,3.270009343
422,151.2,456.8,41595,15.7,47.9,45.6,49.1,"Phillips County, Montana",2.26,60.8,20,30.2,,4.4,37.3,15.3,52.5,6.3,62.5,41,29.2,35.2,13.6,87.20902328,0,55.58628319,9.448818898
423,151.6,404.2,42902,15,47.6,46.4,48.9,"Ravalli County, Montana",2.43,53.2,26.3,28.8,,6.1,33.9,16.6,51.6,8.2,59.2,,27.9,41,20.1,,0.301300737,51.43251847,3.969171484
424,182.6,509.5,10000,23.8,30.4,28,31,"Roosevelt County, Montana",3.54,38.7,29.9,41.8,26.5,1.8,38.8,10,45.5,6.8,39.6,32.5,27.7,38.6,29.9,36.96712428,0.081286127,42.40940255,6.547122602
425,171.4,445.5,39882,19.5,40.6,37.7,43.2,"Silver Bow County, Montana",2.22,44.8,-,39.2,,2.7,34.9,16.8,58.5,7,63.8,47.7,42.3,34.7,17.5,94.65107528,0.471793684,39.61304807,4.512392241
426,127.4,519.3,60812,8.4,46.7,47,46.4,"Stillwater County, Montana",2.44,65.2,18,49.4,,1.8,37.2,15.2,59.5,3.6,75.8,55.4,44.7,30.2,10.8,95.74720069,0.183031869,64.21699626,3.636363636
427,165.6,473.1,45000,12,46.1,44.2,48.8,"Sweet Grass County, Montana",2.55,62.4,28.6,30.8,40.7,0,38.1,20,,0.9,72.5,54.2,42.1,33.6,14.6,95.95375723,0.192678227,62.55319149,9.191759113
428,164.9,447.8,46208,13.9,44.8,44.7,44.8,"Teton County, Montana",2.5,58.3,25.4,36.1,,3.5,34.3,16.5,56.3,5.1,63.6,39.3,30,40.2,18.1,95.22555153,0.082318077,58.64304235,8.581138488
429,149.4,382,35875,19.5,46.5,48.4,43.9,"Wheatland County, Montana",2.34,57.7,52.4,36.7,,0,36.4,14,54.4,3.4,63.4,47.4,29.2,34.1,16.7,96.02836879,0,53.89830508,5.066666667
430,214.4,373.3,43859,11.7,51.2,53,49.6,"Wibaux County, Montana",2.15,56.5,18.7,28,53.3,0,37.4,16.4,54.7,3,68.1,45.2,36.2,38.5,14.3,100,0,51.78571429,17.87709497
431,168.9,475.8,51653,12.3,38,36.8,39.1,"Yellowstone County, Montana",2.44,50.2,16.4,37.6,39.2,6.8,31.2,20.1,64.8,4.1,69.7,55.3,49,29.1,14.4,90.6911225,0.696848242,47.79304059,5.116068139
432,157.5,485.3,48658,12.5,37.8,35.5,39.6,"Adams County, Nebraska",2.35,51.9,7.7,20.7,,4.6,34.3,14.9,63.5,5.5,75.6,60.6,51.1,27.5,12.1,94.92716748,0.963679155,49.86582478,5.432887856
433,139,472.7,50919,14,46.5,44.2,48.1,"Antelope County, Nebraska",2.27,66,11.2,19.6,,5.7,33.1,12.8,63.4,1.6,76,58.1,38.1,31,12.2,98.18069689,0.123342584,60.12052464,8.048993876
434,159,434.4,55465,11.4,40.8,35.9,44.8,"Box Butte County, Nebraska",2.31,61.1,27.4,31.5,,10.3,33.8,11.3,64.8,3.9,73.2,58.4,52.8,30.7,15.9,92.72325376,0.114942529,55.21331946,6.383909051
435,135.2,384.9,39964,13.9,50.8,50,51.6,"Boyd County, Nebraska",2.15,64.7,11,28,,0,41.5,14.5,59.3,1.1,69.4,49.5,25,37.6,16.1,97.00833742,0.83374203,54.86631016,9.17721519
436,156,358.2,42348,12.8,47.6,46.8,50,"Brown County, Nebraska",2,64,62.7,20,,7.3,41.2,10.2,63.3,0.7,67.1,44.3,32.3,39.8,17,97.46588694,0.032488629,53.1436135,0.363636364
437,159.1,443.6,51550,12.5,32.5,31.9,33.4,"Buffalo County, Nebraska",2.49,50.8,5.3,17.5,,10.1,25.6,23.1,72.3,3.5,81.3,,56.9,22.7,9.7,93.25868468,1.173943868,51.21512642,4.894004637
438,201.4,485.1,49345,10.6,47.4,,48.6,"Burt County, Nebraska",2.33,60.7,22.9,40.6,,4.1,39.2,12.3,57.4,3.3,72.3,54.3,45.1,,15.1,95.66721829,0.97788476,57.8721885,7.352941176
439,167.3,399.5,54240,9.2,44.7,42.1,47.7,"Butler County, Nebraska",2.26,60.8,22.7,24.9,,2,39.9,11.2,65.5,4.2,79.4,59.1,46.5,30.1,10.1,96.82655039,0.641957364,56.49986022,11.30834977
440,120,334.6,54421,10.4,44.8,42.8,46.7,"Cedar County, Nebraska",2.39,64.4,14,28.4,,10.8,40.6,13.1,67.5,2.2,83.7,,43.6,28,8.9,98.67435159,0.080691643,60.67132867,6.343283582
441,172.1,462.8,52749,9.3,44.9,42.8,48.1,"Chase County, Nebraska",2.25,66.5,9.5,21.6,,1.5,33.2,14.7,67.4,0.7,74.5,55.3,36,30,10.8,98.07544265,0.025660765,59.72957084,7.489597781
442,148.7,395.1,43564,13.3,43.9,43.8,43.9,"Cherry County, Nebraska",2.14,68,29.2,23.5,,12.8,31,14.5,69.9,2.6,76,58.4,41,30.8,12.9,91.55979203,0.034662045,61.72792725,4.047619048
443,148.9,506.7,55758,11.3,43.2,42.5,43.7,"Clay County, Nebraska",0.024,61.2,25.2,28.1,40.6,6.1,32.6,14.2,63.1,2.8,69.5,,37.3,32.5,15.8,96.77217173,0.454403008,57.24111578,8.012820513
444,163,394.5,50758,10.3,34.2,33.8,35,"Colfax County, Nebraska",2.87,56.8,20.8,35.5,,2,33.2,9.5,67.8,6.4,70.3,58.8,49.9,25.7,14.2,91.21839954,2.128872838,54.87066593,6.487488415
445,159.7,429.8,45644,13.4,43.8,42,45.5,"Custer County, Nebraska",2.25,62.4,26.9,33.2,,1.9,32.8,14.6,66,2.3,71.2,51.3,36.6,34.1,14.3,,0.805406406,56.33298209,7.021791768
446,177.8,396,50289,14.8,33.7,33,-,"Dakota County, Nebraska",2.81,57.1,18,41,,2.8,34.9,7.6,65.4,7.4,65.5,,47.4,27.8,16.8,68.51139533,4.135012982,57.47599451,9.833738848
447,155.4,370,40667,18.8,33.7,33.1,34.6,"Dawes County, Nebraska",2.22,48.7,5.3,13.7,,6.9,29.1,19.5,59.8,2.6,71.5,,37.4,26.7,10.8,89.30604203,0.525394046,50.26308502,7.437661221
448,139.7,409,23456,13.7,36.2,35.7,37,"Dawson County, Nebraska",2.71,34.6,27,34.6,,2.5,33.4,9.7,67.6,4.8,68.3,,46.4,,16.5,89.22265154,4.661597906,54.01484866,8.05433327
449,168.3,,52601,10.7,41.9,41.1,42.5,"Dixon County, Nebraska",2.51,58.1,14.3,36.8,,2.7,38.6,12.6,64.2,4.5,72.8,54.8,46.7,30.3,13.7,95.56767815,0.39209001,55.57483731,7.055749129
450,177.9,487.5,50043,12.9,39.4,38.3,40.4,"Dodge County, Nebraska",2.37,55.8,16.3,31.9,,8.3,36.8,13.4,63.7,5.1,72.7,55.3,48.2,30.8,13.7,95.82573179,0.49012934,52.27663799,7.218949743
451,151.9,406.9,45624,13.8,46.2,42.8,48.3,"Dundy County, Nebraska",2.18,62.3,18.4,29.1,35.5,17,32.5,13.6,57.7,4,64.8,49.3,31.6,35.9,17.2,98.51116625,0.099255583,55.44444444,5.83090379
452,119.2,339.4,44794,13.6,49.9,49,50.8,"Franklin County, Nebraska",2.15,64,6.9,35.8,,3.4,37.1,14.6,60.9,3.5,70.8,47.6,30.9,39.5,17.7,98.13204509,0.128824477,58.33924769,8.058608059
453,127.2,443.6,48543,13.7,44.4,42.7,45.1,"Frontier County, Nebraska",2.25,59.5,8.1,12.1,,6.5,34.7,11.8,61.5,2.4,77,,40.8,30.4,10.8,98.25106879,0,58.11808118,3.646833013
454,165.2,463.1,50861,11,44.6,42.9,46.1,"Gage County, Nebraska",2.3,57.8,15.3,37,,6.4,34.6,14.1,63.2,4.3,75.9,58.2,48.7,33.2,13.4,96.66330553,0.426253552,54.4047619,6.416861827
455,128.2,419.3,38645,15.6,52.3,50.9,52.5,"Garden County, Nebraska",2.1,62.9,42,37.7,14.5,5.8,32.5,16.3,60.7,3.1,68.7,43.1,31.4,38.8,15,97.36697751,0.164563906,58.81656805,4.705882353
456,141,482.9,40436,11.8,51.4,53.1,50.9,"Garfield County, Nebraska",2.1,57,4.1,21.1,46.3,28.5,39.5,11.8,62.7,3.5,70.2,46.9,26.3,41.8,16.8,97.98241076,0.620796689,49.16943522,3.095975232
457,187.4,445.3,55319,9.1,46.7,45.6,48.8,"Gosper County, Nebraska",2.46,64.9,10.9,55.5,,8,34.8,14.5,68.5,5.1,78.6,55.5,44.6,27.9,10.7,97.01417004,0,64.63878327,1.38121547
458,149,404.4,43858,12.7,46,45.3,46.9,"Greeley County, Nebraska",,59.7,29,16.6,,-,39.8,10.7,58.1,1.9,71.4,51.1,32.8,38.1,17.1,98.34410339,0.686591276,56.88442211,6.637168142
459,223.9,445.6,46744,15,49.5,46.9,50.6,"Harlan County, Nebraska",2.19,62.4,15.1,27.4,,5.7,37.6,12.4,59.7,1.7,74.1,53.3,38.9,33.7,12,97.36842105,0.20242915,55.94855305,5.410122164
460,183.7,501.5,40496,13.8,48.2,44.1,49.8,"Hitchcock County, Nebraska",2.12,57.3,15.5,27,,1.1,37.4,9.2,58.3,3,65.2,45.6,35.1,37,17.6,99.27058006,0.138937131,49.55290611,9.807692308
461,155.3,407.3,46667,12.5,45.5,42.9,47.5,"Holt County, Nebraska",2.25,63.9,14.8,27.2,,19.7,34,14.9,67.5,0.9,77.3,59.2,41.1,30.4,11.5,97.41296403,0.086555107,57.8539823,8.200103146
462,155.2,450.8,51040,11.5,43.3,40.7,45.6,"Howard County, Nebraska",2.47,58.8,11.9,28.4,52.8,6.9,41.6,14.9,65.3,4,79.2,62,54.4,29.8,11.5,98.06207657,0.110288325,56.9140625,10.27070064
463,201.3,379.5,44947,11.5,-,45,46.4,"Jefferson County, Nebraska",2.18,58.4,16.2,24.6,,7,42.6,10,62,4,73.2,53,40.3,37.8,16.2,,0.013453518,51.29502828,5.139186296
464,185.6,425.6,48511,13.9,42.3,40,47.5,"Johnson County, Nebraska",2.13,48.5,30.4,31.1,,2.8,40.7,10.8,47.6,3.6,73.5,56.7,46.1,30.9,14.6,87.38145926,7.122121153,51.00742312,4.337050805
465,136.4,440.9,56791,9.6,40.8,39.5,43.5,"Kearney County, Nebraska",2.34,61.2,14.4,39.8,32.3,13.5,32.5,16.8,67.7,3.8,78.9,60.1,46.3,27.8,10.6,98.12185066,0.152695068,55.22226238,12.76119403
466,161.3,411.5,45192,12,49.1,47.7,49.8,"Keith County, Nebraska",2.06,59.5,12.6,42.2,,7.4,34.5,14.2,61.8,2.8,69.6,,36.4,36.4,15.1,96.47679843,0.576970292,51.08834827,2.702702703
467,203.8,401.5,45771,11.7,45.7,45.4,46.2,"Kimball County, Nebraska",2.33,59.4,25.3,41.8,,2.1,34,11.6,56.9,5.1,59.9,,32.2,40,22.2,96.34408602,0.295698925,52.66836086,9.93485342
468,161.7,461.2,42745,14.9,47.6,45.9,49,"Knox County, Nebraska",2.24,61.4,14.8,32.1,,6.2,37.2,13.3,63.2,3.3,70.1,50,35.9,36.2,15.8,87.52921926,0.070126227,54.79009688,6.866666667
469,153.5,425.9,52011,14,32.9,32.1,33.8,"Lancaster County, Nebraska",2.42,47.4,6.3,17.2,,13.4,22.6,23.9,68.1,5.1,76.9,62.7,54.3,24.1,11.7,87.33964037,4.000268384,46.00270254,6.17570233
470,161.2,473.4,51836,13.7,37.5,35.3,39.3,"Madison County, Nebraska",2.43,53.7,10.3,28.8,52.8,8.1,29.3,13.6,68.4,3.1,72.2,,49.9,28.2,14.5,92.15630429,1.181965766,51.68844149,7.123638693
471,131.6,444.6,46961,14,41.3,41.1,41.7,"Morrill County, Nebraska",2.38,53.6,24.8,27.9,,2.5,32.3,13.6,64.7,4,69.2,54.9,40.7,30.9,15.8,96.12228149,0.800164136,49.67188289,5.760869565
472,141.8,395.7,48535,11.7,45.9,,48.1,"Nance County, Nebraska",2.25,57.5,12.7,35.4,,12.2,38.1,10.9,60.9,3.2,74.9,57.9,45.5,29,9.9,99.61527892,0.054960154,54.32816537,7.391304348
473,164.7,398.7,49162,13.6,39.1,36.8,41.4,"Nemaha County, Nebraska",2.31,52.2,9.9,31.2,,3.5,34.9,20.4,59.1,8,76.5,60.5,53.2,29.2,13.6,96.19140625,1.143973214,52.86757039,8.91959799
474,154.3,431.1,43249,13.4,49.2,48,50.9,"Nuckolls County, Nebraska",2.08,60.7,16.8,26.6,,9,42.1,11.2,61.9,2.9,72.3,,35.7,38.5,13.8,97.97312685,0.045547711,53.38491296,7.142857143
475,149.1,410.1,51527,10,41.8,39.6,43.8,"Otoe County, Nebraska",2.41,55.9,17,40.4,,8.7,456.3,15.1,65.3,4.6,77.7,59.3,51.9,28.8,11.4,96.5029668,0.113622017,52.75321855,8.147459727
476,171.1,425,42977,,49.1,46.9,50.9,"Pawnee County, Nebraska",2.13,62.2,31.4,15.1,,24.4,45.3,10.8,57.2,4.6,70.5,,33.6,35.1,10.6,99.08290536,0,54.32196669,1.111111111
477,173.5,409.2,54137,9.5,42,40.1,44.6,"Phelps County, Nebraska",2.4,60.3,19.2,28.6,,5.1,33,16.9,64.4,1.7,77.2,58.7,47.5,29.5,11.6,97.08116319,0.151909722,57.53755365,2.548476454
478,155.1,424.5,61768,8.4,38,35.9,39.8,"Platte County, Nebraska",2.53,57.2,19.7,24.3,,12.5,31,13.7,,4.5,78.2,64.6,56.2,23.5,9.9,95.4904724,0.2757184,55.17431337,5.33869116
479,172.7,428.4,43842,11.7,41.8,38.8,50.2,"Red Willow County, Nebraska",2.27,-,9.3,40.8,,0.6,36.4,12.9,65.2,4.1,74.9,55.5,43.7,,12.4,97.17705098,1.425178147,55.04192647,2.843394576
480,192.2,444,44282,14.4,47,46.1,48.1,"Richardson County, Nebraska",2.14,59.7,11.2,38.5,,5.7,39.7,15.1,60.1,3.4,69.5,50.6,42.5,40.1,19.4,93.29350079,0.036580905,51.82132412,6.961613533
481,187.3,502.1,46051,15,52,49.8,53.4,"Rock County, Nebraska",1.94,59.4,6,23.3,69.8,0.9,41.7,14.1,64.1,1.7,,50.7,25.6,31.4,11.4,,0.713775874,52.60869565,3.361344538
482,169.9,463.5,74008,5.3,33.7,32.7,34.6,"Sarpy County, Nebraska",2.71,59.5,10.5,25,,9.4,22.5,24.2,69.5,4.4,84.4,69.4,54.9,19.7,8.3,88.76187999,4.243699466,59.17428972,7.30321114
483,176.2,428.6,61961,8.2,41.4,40.6,42.4,"Saunders County, Nebraska",2.56,60.4,10.8,29,42.2,18,33,16.1,65.4,3.5,80.2,62.5,50.7,28.5,11.5,97.25051403,0.655094917,59.45375543,6.021555764
484,190.8,472.2,48195,19.9,34.2,33.5,34.9,"Davidson County, Tennessee",2.41,40.5,10.8,27.5,,17,24.1,23.6,64.5,7.2,64.3,54.1,46.5,29.1,18.5,62.43709245,27.59109256,37.31146697,5.788303646
485,212.3,431.5,37417,19.9,45.3,44.2,46.1,"Decatur County, Tennessee",2.3,56.1,15,38.9,,4.7,44.6,7.5,48.1,10.1,58.4,42.8,35.7,44.3,23.9,94.10405614,2.781105596,50.74327039,4.422498927
486,199.1,497.9,45914,14.3,39.9,38.5,40.9,"Dickson County, Tennessee",2.69,52.5,14.8,51.3,,2.2,43.7,9.3,54.7,7.5,64.4,50.8,44.5,35,20.2,92.29077508,3.930892376,54.88790688,4.968421053
487,174.7,471.4,56573,14.7,43.7,42.7,44.8,"Fayette County, Tennessee",2.58,56.4,14.8,36.9,42.6,5.7,35.8,15.9,54.1,8.5,71.8,55.6,45.8,32.9,15.6,69.61920956,27.64981708,58.14360771,5.28264626
488,230.9,496.6,30299,28.1,44.2,42.7,45.2,"Fentress County, Tennessee",2.43,53,10.9,51.8,,5.3,44.2,7,41.6,10.4,,,24.2,53.2,33,97.90864982,0.16173108,51.01314348,5.124835742
489,180.5,465.4,43851,16.5,41.5,39.7,42.5,"Franklin County, Tennessee",2.4,52.7,3.4,35.7,,2.1,37,11.6,50.8,9.5,65.3,48.6,40.6,39.7,20.9,90.12105596,3.155233604,52.9812293,5.292111343
490,214.7,460.4,37498,19.5,40.4,39.1,41.3,"Gibson County, Tennessee",2.49,50.2,10.9,43.8,42.1,3.2,38.4,10.3,52,9.5,62.5,47.1,39.8,38.6,22.3,78.91551682,18.53465666,48.65545786,4.845775592
491,199.9,469.4,41326,16.9,42.9,41.5,44,"Giles County, Tennessee",2.49,52.4,12.5,36.2,,6.4,42.3,9.7,50.6,9.9,64.4,46.8,40.8,37.9,20.1,86.09969256,10.03488894,51.85447464,4.447587616
492,211,496,35704,21.9,43.6,42.4,45,"Grainger County, Tennessee",2.52,57.9,7.7,54,,3.3,45.3,7.6,48.2,9.5,59.8,,39.4,41,23.8,97.29943702,0.831280788,57.94235925,3.497356649
